Ticker,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,ticker
Price,Open,High,Low,Close,Volume,
Date,,,,,,
2024-12-30,33.14322119338344,33.689741769920325,33.133959689933384,33.523006439208984,22355600,PETR4.SA
2025-01-02,33.736059216619836,34.35668600771869,33.52300928342966,34.06026840209961,30046800,PETR4.SA
2025-01-03,34.16216188217058,34.310370681793984,33.64342931670043,33.69900894165039,23314200,PETR4.SA
2025-01-06,33.90279314473139,33.986160813676484,33.40259066463726,33.541534423828125,23760200,PETR4.SA
2025-01-07,33.85647944587259,34.50489427315729,33.624902974240655,34.254791259765625,37753300,PETR4.SA
2025-01-08,34.26405812024417,34.38447534772374,33.7453255241051,33.97690200805664,24483500,PETR4.SA
2025-01-09,33.99542456110234,34.24552755844715,33.99542456110234,34.12510681152344,11526600,PETR4.SA
2025-01-10,34.50489520993176,34.754998230113486,34.18068955427581,34.21773910522461,40328800,PETR4.SA
2025-01-13,34.55120757575714,34.764257497705685,34.24552848203145,34.338157653808594,22897100,PETR4.SA
2025-01-14,34.37521219818909,34.39373874004787,33.88427120644927,34.10658264160156,29173100,PETR4.SA
2025-01-15,34.20847573573895,34.56973445622349,34.08805498438529,34.54194641113281,32512700,PETR4.SA
2025-01-16,34.46784228911575,34.495633869430144,34.06026895813007,34.31963348388672,26733200,PETR4.SA
2025-01-17,34.28257963546721,34.64384190289319,34.13437083353984,34.458580017089844,39941100,PETR4.SA
2025-01-20,34.47710528353694,34.67162866632455,34.37521107343588,34.54194641113281,13912800,PETR4.SA
2025-01-21,34.36594661402827,34.597523083216,34.013952925038,34.55120849609375,23612200,PETR4.SA
2025-01-22,34.60678865302615,34.85689166762457,34.301106012880346,34.356685638427734,21832200,PETR4.SA
2025-01-23,34.3844745710576,34.653104134432084,33.99542778292351,34.115848541259766,26725700,PETR4.SA
2025-01-24,34.16216099929629,34.18068754046748,33.71753461191685,33.93984603881836,16216500,PETR4.SA
2025-01-27,33.87500489454956,34.55120774586582,33.782375722316374,34.4400520324707,29809700,PETR4.SA
2025-01-28,34.64384464324739,34.727212321774516,34.162165115488094,34.393741607666016,27621700,PETR4.SA
2025-01-29,34.458581842014695,34.57900260420083,34.05100496494676,34.18069076538086,18204400,PETR4.SA
2025-01-30,34.31036925865076,34.745730601849566,34.0880543016487,34.63457489013672,30916000,PETR4.SA
2025-01-31,34.63457689439149,35.542356248660475,34.50489463429258,34.91246795654297,37044800,PETR4.SA
2025-02-03,34.977307234288894,35.02362535350839,34.62531355654006,34.73646926879883,24877600,PETR4.SA
2025-02-04,34.55121192623012,34.59752651795033,34.10658548527773,34.393741607666016,34290300,PETR4.SA
2025-02-05,34.319631638646655,34.338158180001265,34.041740585480476,34.14363479614258,20539800,PETR4.SA
2025-02-06,34.125110977011644,34.38447550951321,33.995428710760855,34.07879638671875,17512400,PETR4.SA
2025-02-07,34.14363422180421,34.30110452030484,33.68974280019252,33.88426971435547,21438700,PETR4.SA
2025-02-10,34.097321998932905,34.301106897375064,34.01395432525037,34.115848541259766,17483300,PETR4.SA
2025-02-11,34.282580355048204,34.35668652435564,33.97690124059665,34.115848541259766,16624300,PETR4.SA
2025-02-12,33.94911237233704,34.04174154815309,33.44890634234662,33.60637664794922,37364500,PETR4.SA
2025-02-13,33.532273087865725,33.65269383996188,33.36553774914074,33.643428802490234,15351300,PETR4.SA
2025-02-14,33.754583296259234,34.81057491451591,33.71753374844207,34.68088912963867,40322000,PETR4.SA
2025-02-17,34.86615192693053,35.125516436405114,34.70868162719994,34.89393997192383,22615200,PETR4.SA
2025-02-18,34.94026107908902,35.60719895098664,34.930996040914806,35.53309631347656,44062600,PETR4.SA
2025-02-19,35.301517704468274,35.810985232507704,35.07920273816527,35.60719680786133,32648200,PETR4.SA
2025-02-20,35.588670779326506,35.72761807696631,35.48678009911076,35.662776947021484,26641200,PETR4.SA
2025-02-21,35.6905609990392,35.6905609990392,35.357090348883155,35.56087875366211,30115200,PETR4.SA
2025-02-24,35.662780652199174,35.672042157334985,35.01436575180744,35.31078338623047,27830300,PETR4.SA
2025-02-25,35.31077917196178,35.60719677100798,35.042153152160004,35.1533088684082,31960900,PETR4.SA
2025-02-26,35.431199925816955,35.431199925816955,34.968046985610194,35.1533088684082,27420200,PETR4.SA
2025-02-27,33.6804795187885,34.03247671287351,32.86532942380393,33.91205596923828,129693500,PETR4.SA
2025-02-28,33.8009018880845,33.85647797737662,33.171013629880406,33.282169342041016,55476800,PETR4.SA
2025-03-05,32.43923025403711,32.52259791921514,32.00386538771008,32.06870651245117,48552000,PETR4.SA
2025-03-06,32.24470623207375,32.531858769136996,31.522185303852982,31.7352352142334,47749600,PETR4.SA
2025-03-07,31.763032060608882,32.35586730672777,31.70745243119394,32.07797622680664,28074700,PETR4.SA
2025-03-10,32.0316569651536,32.06870651245117,31.494397893211616,32.06870651245117,35037200,PETR4.SA
2025-03-11,32.18912872758026,32.328076020410464,31.411031661599296,31.58702850341797,28805400,PETR4.SA
2025-03-12,31.64260812726534,31.864923089078378,31.457346248017217,31.58702850341797,20149100,PETR4.SA
2025-03-13,31.661137639594838,31.994608346818705,31.53145537202484,31.901975631713867,19263600,PETR4.SA
2025-03-14,32.050181047300626,33.12469569365838,31.837131125492565,32.88385772705078,41529400,PETR4.SA
2025-03-17,32.98575266153046,33.72679665228572,32.97648762400925,33.49522018432617,31175900,PETR4.SA
2025-03-18,33.523006439208984,33.726794850873134,33.263641939691915,33.523006439208984,15086400,PETR4.SA
2025-03-19,33.59711439560061,33.652694019998435,33.37479943158579,33.49522018432617,21180500,PETR4.SA
2025-03-20,33.495218331643386,33.79163591155009,33.124694589971874,33.5693244934082,46921900,PETR4.SA
2025-03-21,33.550799100123,34.301104578976364,33.51374601797369,34.08805465698242,61175700,PETR4.SA
2025-03-24,33.99542583111075,34.21773725911598,33.81016395205543,34.04174041748047,20348000,PETR4.SA
2025-03-25,34.13436722123132,34.75499394295752,33.93058234863231,34.310367584228516,28036100,PETR4.SA
2025-03-26,34.412263466711025,34.85688984713878,34.412263466711025,34.63457489013672,26870300,PETR4.SA
2025-03-27,34.67162854482459,35.171834556162516,34.63457546244924,34.89393997192383,28444400,PETR4.SA
2025-03-28,34.87541929246715,35.0884692299832,34.356686705312875,34.671630859375,22057700,PETR4.SA
2025-03-31,34.59752088114481,34.86615041636314,34.347421419887766,34.42152404785156,26049400,PETR4.SA
2025-04-01,34.55120849609375,35.171835270976636,34.45857932184926,34.55120849609375,19075600,PETR4.SA
2025-04-02,34.52342114708453,34.551209193203235,34.11584782517841,34.458580017089844,16959200,PETR4.SA
2025-04-03,33.485955030526384,33.62489877601183,32.98574906619615,33.347007751464844,65896000,PETR4.SA
2025-04-04,32.179868485322466,32.42996796849955,31.31840371658538,32.003868103027344,87263200,PETR4.SA
2025-04-07,31.420293311734586,32.00386699733134,30.669987820972352,30.73482894897461,85724900,PETR4.SA
2025-04-08,31.216509202522957,31.438820637340086,29.530630998469178,29.641788482666016,62128500,PETR4.SA
2025-04-09,29.002636904569222,31.105353464480988,28.752535657171716,30.845985412597656,106391600,PETR4.SA
2025-04-10,30.568095461975968,30.586622004466975,28.900745507128978,28.92853355407715,71250600,PETR4.SA
2025-04-11,29.178634545598598,29.919678525755657,28.511694963457245,29.50284194946289,65329400,PETR4.SA
2025-04-14,30.19756866164555,30.456936697024116,29.12305580636915,29.39168357849121,56015200,PETR4.SA
2025-04-15,29.39168559033081,29.52136961689687,28.696956169884228,28.715482711791992,58276900,PETR4.SA
2025-04-16,28.98411226908971,29.150845845894736,28.57653718106033,28.715482711791992,73227700,PETR4.SA
2025-04-17,29.112376837760028,29.596475918738772,28.91304107007184,29.283235549926758,65752700,PETR4.SA
2025-04-22,29.235773536285922,29.6629203129853,28.789643866551774,29.349679946899414,41683900,PETR4.SA
2025-04-23,29.757841271499057,30.166003334415024,28.951009497186206,29.017454147338867,71566500,PETR4.SA
2025-04-24,29.245265665037348,29.273742720093818,28.53335558295429,28.884565353393555,61589200,PETR4.SA
2025-04-25,28.7991367846177,29.169329458049337,28.666247478356293,28.969995498657227,35581500,PETR4.SA
2025-04-28,29.007960728713577,29.21678883348948,28.713705084370375,28.85608673095703,27362000,PETR4.SA
2025-04-29,28.761167460707572,29.245266548404203,28.61878580208645,29.007963180541992,33041100,PETR4.SA
2025-04-30,28.865581039685452,29.02694739955517,28.438434260477084,28.46691131591797,52798300,PETR4.SA
2025-05-02,28.66624698587258,29.24526596069336,28.447926515861127,29.24526596069336,33146600,PETR4.SA
2025-05-05,29.017455374113162,29.06491713371513,28.153671264648438,28.153671264648438,59011700,PETR4.SA
2025-05-06,28.58081635585387,28.846594951959116,28.438432895962176,28.618783950805664,52751300,PETR4.SA
2025-05-07,28.76116710082068,28.76116710082068,28.38148207908832,28.751676559448242,35050400,PETR4.SA
2025-05-08,29.036438345995627,29.454092753175754,28.90354904799868,29.15034294128418,44665000,PETR4.SA
2025-05-09,29.520538131980466,29.596475134210447,29.083899011297362,29.340187072753906,25075600,PETR4.SA
2025-05-12,30.27990972434315,30.53619598860761,30.042606353759766,30.042606353759766,53493600,PETR4.SA
2025-05-13,30.1565106639707,30.61213266918265,29.757840956790012,30.498228073120117,56165300,PETR4.SA
2025-05-14,30.374831366112314,30.488735969865857,30.090068046247424,30.28940200805664,28060100,PETR4.SA
2025-05-15,30.090066065394407,30.460258718944893,29.985652010093126,30.251432418823242,32468300,PETR4.SA
2025-05-16,30.222955381951927,30.526703386115315,30.05209667698979,30.393814086914062,48111800,PETR4.SA
2025-05-19,30.2229570982814,30.46975100781863,30.090067791533507,30.355846405029297,30200500,PETR4.SA
2025-05-20,30.422290122055003,30.76400754086754,30.32737022614571,30.479244232177734,33485800,PETR4.SA
2025-05-21,30.57416478999502,30.745023503100253,30.08057516494557,30.137527465820312,28724100,PETR4.SA
2025-05-22,30.03311293138943,30.042605283132207,29.624950858854707,29.73885726928711,42207300,PETR4.SA
2025-05-23,29.511046006672448,29.805301666259766,29.302219701559025,29.805301666259766,25732400,PETR4.SA
2025-05-26,29.862252645761856,29.928699104456307,29.558504647939316,29.710378646850586,21277100,PETR4.SA
2025-05-27,29.919207142042776,30.061588791562368,29.76733314115776,29.928699493408203,34361500,PETR4.SA
2025-05-28,30.061589387188924,30.109049334475504,29.833778381347656,29.833778381347656,30516200,PETR4.SA
2025-05-29,29.881238128337667,29.900222831317418,29.473076066677656,29.653427124023438,20778800,PETR4.SA
2025-05-30,29.567997552659406,29.681903959215493,29.3306941986084,29.3306941986084,45127700,PETR4.SA
2025-06-02,30.033113523850698,30.042605875780737,29.4351098361065,29.501554489135742,35111000,PETR4.SA
2025-06-03,29.217170903704837,29.627854114993603,28.73804080137426,29.510517120361328,59828700,PETR4.SA
2025-06-04,29.569185351337094,29.774527887650834,28.62070354894493,28.698928833007812,41952900,PETR4.SA
2025-06-05,28.84560159307783,28.98249537670742,28.562033766944626,28.708707809448242,23774000,PETR4.SA
2025-06-06,28.796712208910446,29.16828185878271,28.708708527223177,29.011831283569336,28069300,PETR4.SA
2025-06-09,28.571812620798884,28.816266875523493,28.21979976222125,28.52292251586914,43834800,PETR4.SA
2025-06-10,28.75759768318564,29.549628927184983,28.698929185677,29.383399963378906,46241800,PETR4.SA
2025-06-11,29.627854739243197,30.468777966990064,29.627854739243197,30.361217498779297,52432400,PETR4.SA
2025-06-12,30.116763616950795,31.202141111259447,30.048316723622857,31.045690536499023,51729500,PETR4.SA
2025-06-13,32.375521500017086,32.43418813282872,31.456371131825854,31.808385848999023,74902600,PETR4.SA
2025-06-16,31.808386453648964,32.19951475351546,31.358591519855633,31.495485305786133,45972200,PETR4.SA
2025-06-17,31.661714436499018,32.355963587864395,31.65193417798643,32.20928955078125,57633400,PETR4.SA
2025-06-18,32.22884844904446,32.47330270681345,31.769276980890425,32.17995834350586,49342900,PETR4.SA
2025-06-20,32.00394959938305,32.424411203019986,31.90616939252246,32.09195327758789,85062700,PETR4.SA
2025-06-23,32.55152879054958,32.600418894482345,31.104358214662057,31.290143966674805,54592400,PETR4.SA
2025-06-24,30.595894664353622,31.133693265510864,30.449220623094458,30.67411994934082,48728300,PETR4.SA
2025-06-25,30.625228237534838,30.840349171833022,30.517667770385742,30.517667770385742,23127700,PETR4.SA
2025-06-26,30.65456260131952,30.89901684556443,30.61544902702215,30.762121200561523,17227000,PETR4.SA
2025-06-27,30.693675129343195,30.752345492354294,30.449220878577385,30.517667770385742,16482100,PETR4.SA
2025-06-30,30.517668051777612,30.791457486573485,30.410109448674685,30.683897018432617,23091100,PETR4.SA
2025-07-01,30.752344513476334,30.869681505687733,30.566558766597446,30.79145622253418,17014100,PETR4.SA
2025-07-02,30.87945982257424,31.524820738286714,30.781677752615508,31.339033126831055,28311600,PETR4.SA
2025-07-03,31.29014366913859,31.67149169829409,31.231475171969567,31.44659423828125,14322300,PETR4.SA
2025-07-04,31.2901432471127,31.59326785264637,31.260808066404895,31.407480239868164,9356900,PETR4.SA
2025-07-07,31.407480642712457,31.544374424362307,31.192361576542993,31.348814010620117,17938800,PETR4.SA
2025-07-08,31.358590390917467,31.867055670408323,31.319476816323757,31.798608779907227,28778300,PETR4.SA
2025-07-09,31.847498755001354,31.906169116655903,31.348813736202825,31.603044509887695,22338900,PETR4.SA
2025-07-10,31.29992103897466,31.710606125308512,31.016355074172075,31.524822235107422,23102800,PETR4.SA
2025-07-11,31.485708281146803,31.97461678324512,31.43681817695214,31.906169891357422,23946700,PETR4.SA
2025-07-14,31.906169846311336,32.04306362989346,31.40748108603264,31.485708236694336,24106300,PETR4.SA
2025-07-15,31.524822640001133,31.661716427178668,31.104359154303047,31.241254806518555,18688300,PETR4.SA
2025-07-16,31.19236122692369,31.241253194849133,30.771899627954294,31.084802627563477,27588900,PETR4.SA
2025-07-17,31.06524639467499,31.06524639467499,30.70345328572295,30.771900177001953,27497600,PETR4.SA
2025-07-18,30.703454192981347,30.899018343875444,29.92120131948089,30.302549362182617,57635000,PETR4.SA
2025-07-21,30.204766925947965,30.586116829132536,30.087429928843434,30.361217498779297,16412000,PETR4.SA
2025-07-22,30.36121767922792,30.879461370460547,30.302549180326967,30.654563903808594,24557100,PETR4.SA
2025-07-23,30.654562719369572,31.319476699644486,30.60567075130958,31.280364990234375,27418600,PETR4.SA
2025-07-24,31.22169743617092,31.309701116297813,30.947908001883032,31.231475830078125,17856300,PETR4.SA
2025-07-25,31.28036631516876,31.466152071590233,31.20214102799729,31.270587921142578,13341000,PETR4.SA
2025-07-28,31.446593792004645,31.710604823075368,30.9772420912375,31.30970001220703,27972800,PETR4.SA
2025-07-29,31.475928436165994,31.876833263955415,31.28036615177781,31.720382690429688,33284000,PETR4.SA
2025-07-30,31.583488925491313,32.101734481320584,31.55415560858479,32.04306411743164,27110400,PETR4.SA
2025-07-31,31.730163069334157,32.023507429543805,31.700826022260053,31.91594696044922,23544900,PETR4.SA
2025-08-01,32.07239749654746,32.17995796551455,31.329258202892216,31.495485305786133,24191800,PETR4.SA
2025-08-04,31.495484341749123,31.554154703956044,31.251030094333977,31.44659423828125,15215600,PETR4.SA
2025-08-05,31.417261985641982,31.69104955838998,31.31947804532061,31.59326934814453,20635500,PETR4.SA
2025-08-06,31.876831868070774,32.20928978851412,31.47592705783695,31.63237762451172,32854600,PETR4.SA
2025-08-07,31.91594631592147,32.12128699091387,31.71060564092907,31.808385848999023,21111400,PETR4.SA
2025-08-08,30.80123644044146,31.33903506084668,29.852754592895508,29.852754592895508,107235300,PETR4.SA
2025-08-11,30.028759585187785,30.34166259609611,29.90164419406717,30.038537979125977,28045800,PETR4.SA
2025-08-12,30.106985632713126,30.576337334308242,29.970089987636143,30.116762161254883,37973300,PETR4.SA
2025-08-13,30.116762234375283,30.175432595995527,29.73541420903311,29.891864776611328,38340700,PETR4.SA
2025-08-14,30.048315720008045,30.048315720008045,29.354066550826364,29.510517120361328,43087500,PETR4.SA
2025-08-15,29.43229125423109,29.54962824654566,29.080276547211646,29.5007381439209,55416100,PETR4.SA
2025-08-18,29.57896487576099,29.872309235951704,29.354067408612252,29.686525344848633,31498100,PETR4.SA
2025-08-19,29.53007346145728,29.55940677715302,29.187837146383323,29.37362289428711,39294300,PETR4.SA
2025-08-20,29.451849002983458,29.686524860313302,29.43229221527982,29.54962921142578,23706600,PETR4.SA
2025-08-21,29.549629474240014,29.75497201687865,29.344288796639326,29.618078231811523,23327000,PETR4.SA
2025-08-22,29.889999389648438,30.469999313354492,29.799999237060547,30.469999313354492,49813600,PETR4.SA
2025-08-25,30.469999313354492,30.780000686645508,30.420000076293945,30.649999618530273,21075300,PETR4.SA
2025-08-26,30.479999542236328,30.579999923706055,30.229999542236328,30.43000030517578,21789700,PETR4.SA
2025-08-27,30.450000762939453,30.68000030517578,30.360000610351562,30.65999984741211,16349100,PETR4.SA
2025-08-28,30.780000686645508,31.1299991607666,30.709999084472656,30.93000030517578,25802500,PETR4.SA
2025-08-29,30.93000030517578,31.350000381469727,30.850000381469727,31.100000381469727,27713400,PETR4.SA
2025-09-01,31.200000762939453,31.3700008392334,31.049999237060547,31.170000076293945,9889700,PETR4.SA
2025-09-02,31.0,31.440000534057617,31.0,31.329999923706055,19812000,PETR4.SA
2025-09-03,31.1200008392334,31.350000381469727,30.920000076293945,31.059999465942383,29788800,PETR4.SA
2025-09-04,31.0,31.31999969482422,30.93000030517578,31.059999465942383,24816500,PETR4.SA
2025-09-05,31.079999923706055,31.09000015258789,30.190000534057617,30.59000015258789,46121900,PETR4.SA
2025-09-08,30.829999923706055,30.969999313354492,30.510000228881836,30.709999084472656,18164200,PETR4.SA
2025-09-09,30.860000610351562,31.149999618530273,30.809999465942383,30.950000762939453,31283900,PETR4.SA
2025-09-10,30.959999084472656,31.540000915527344,30.920000076293945,31.510000228881836,35949600,PETR4.SA
2025-09-11,31.299999237060547,31.479999542236328,31.270000457763672,31.389999389648438,17607900,PETR4.SA
2025-09-12,31.450000762939453,31.700000762939453,31.15999984741211,31.18000030517578,19318400,PETR4.SA
2025-09-15,31.299999237060547,31.549999237060547,31.059999465942383,31.450000762939453,21978400,PETR4.SA
2025-09-16,31.600000381469727,31.68000030517578,31.34000015258789,31.530000686645508,19154700,PETR4.SA
2025-09-17,31.540000915527344,31.790000915527344,31.459999084472656,31.719999313354492,29148100,PETR4.SA
2025-09-18,31.770000457763672,31.81999969482422,31.190000534057617,31.40999984741211,25702900,PETR4.SA
2025-09-19,31.43000030517578,31.450000762939453,30.90999984741211,31.059999465942383,48871300,PETR4.SA
2025-09-22,31.0,31.469999313354492,30.84000015258789,31.3700008392334,22016100,PETR4.SA
2025-09-23,31.489999771118164,32.09000015258789,31.459999084472656,31.899999618530273,39895300,PETR4.SA
2025-09-24,32.15999984741211,32.630001068115234,32.060001373291016,32.619998931884766,36414400,PETR4.SA
2025-09-25,32.70000076293945,32.79999923706055,32.2400016784668,32.36000061035156,29556300,PETR4.SA
2025-09-26,32.4900016784668,32.7400016784668,32.150001525878906,32.25,27819700,PETR4.SA
2025-09-29,32.2599983215332,32.540000915527344,31.729999542236328,31.809999465942383,35720000,PETR4.SA
2025-09-30,31.690000534057617,31.899999618530273,31.15999984741211,31.459999084472656,48611500,PETR4.SA
2025-10-01,31.450000762939453,31.549999237060547,31.299999237060547,31.3799991607666,24817000,PETR4.SA
2025-10-02,31.3799991607666,31.40999984741211,31.020000457763672,31.079999923706055,25497100,PETR4.SA
2025-10-03,31.15999984741211,31.329999923706055,31.0,31.0,19756800,PETR4.SA
2025-10-06,31.200000762939453,31.229999542236328,30.700000762939453,30.719999313354492,21245400,PETR4.SA
2025-10-07,30.719999313354492,30.860000610351562,30.350000381469727,30.829999923706055,29068800,PETR4.SA
2025-10-08,31.079999923706055,31.079999923706055,30.5,30.649999618530273,17687400,PETR4.SA
2025-10-09,30.65999984741211,30.84000015258789,30.190000534057617,30.209999084472656,22879700,PETR4.SA
2025-10-10,30.100000381469727,30.15999984741211,29.8700008392334,29.940000534057617,50214400,PETR4.SA
2025-10-13,30.149999618530273,30.270000457763672,29.969999313354492,30.229999542236328,13890500,PETR4.SA
2025-10-14,29.950000762939453,30.459999084472656,29.8799991607666,30.020000457763672,28138200,PETR4.SA
2025-10-15,30.049999237060547,30.170000076293945,29.670000076293945,29.75,40261000,PETR4.SA
2025-10-16,29.739999771118164,29.809999465942383,29.40999984741211,29.450000762939453,28660900,PETR4.SA
2025-10-17,29.5,29.950000762939453,29.309999465942383,29.729999542236328,36238600,PETR4.SA
2025-10-20,29.700000762939453,29.899999618530273,29.479999542236328,29.75,31442800,PETR4.SA
2025-10-21,29.959999084472656,29.989999771118164,29.469999313354492,29.510000228881836,25509900,PETR4.SA
2025-10-22,29.760000228881836,30.030000686645508,29.6200008392334,29.850000381469727,27088800,PETR4.SA
2025-10-23,30.520000457763672,30.719999313354492,30.110000610351562,30.190000534057617,40060800,PETR4.SA
2025-10-24,30.299999237060547,30.450000762939453,29.809999465942383,29.84000015258789,24370300,PETR4.SA
2025-10-27,30.15999984741211,30.15999984741211,29.690000534057617,30.0,24771400,PETR4.SA
2025-10-28,29.899999618530273,30.350000381469727,29.760000228881836,29.989999771118164,24999000,PETR4.SA
